Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items,,,
11775018,OTPVHUHB,OTP I.ker. Lakossági Deviza,"1011 Budapest, Iskola utca 38-42.",S,R,,,
11775025,OTPVHUHB,OTP II.ker. Lakossági Deviza,"1027 Budapest, Margit körút 8-10.",S,R,,,
11775032,OTPVHUHB,OTP III.ker. Lakossági Deviza,"1033 Budapest, Flórián tér 15.",S,R,,,
11775049,OTPVHUHB,OTP IV.ker. Lakossági Deviza,"1041 Budapest, Erzsébet utca 50.",S,R,,,
11775056,OTPVHUHB,OTP V.ker. Lakossági Deviza,"1051 Budapest, Nádor utca 6.",S,R,,,
11775063,OTPVHUHB,OTP VI.ker. Lakossági Deviza,"1061 Budapest, Andrássy út 23.",S,R,,,
11775070,OTPVHUHB,OTP VII.ker. Lakossági Deviza,"1073 Budapest, Erzsébet körút 41.",S,R,,,
11775087,OTPVHUHB,OTP VIII.ker. Lakossági Deviza,"1085 Budapest, József körút 33.",S,R,,,
11775094,OTPVHUHB,OTP IX.ker. Lakossági Deviza,"1095 Budapest, Tinódi utca 9-11.",S,R,,,
11775104,OTPVHUHB,OTP X.ker. Lakossági Deviza,"1102 Budapest, Kőrösi Csoma Sándor út 6.",S,R,,,
11775111,OTPVHUHB,OTP XI.ker. Lakossági Deviza,"1115 Budapest, Bartók Béla út 92-94.",S,R,,,
11775128,OTPVHUHB,OTP XII.ker. Lakossági Deviza,"1124 Budapest, Apor Vilmos tér 11-12.",S,R,,,
11775135,OTPVHUHB,OTP XIII.ker. Lakossági Deviza,"1055 Budapest, Nyugati tér 9.",S,R,,,
11775142,OTPVHUHB,OTP XIV.ker. Lakossági Deviza,"1146 Budapest, Thököly út 102/B",S,R,,,
11775159,OTPVHUHB,OTP XV.ker. Lakossági Deviza,"1152 Budapest, Szentmihályi út 131.",S,R,,,
11775166,OTPVHUHB,OTP XVI.ker. Lakossági Deviza,"1163 Budapest, Jókai Mór utca 1/B",S,R,,,
11775173,OTPVHUHB,OTP XVII.ker. Lakossági Deviza,"1173 Budapest, Ferihegyi út 93.",S,R,,,
11775180,OTPVHUHB,OTP XVIII.ker. Lakossági Deviza,"1181 Budapest, Üllői út 377.",S,R,,,
11775197,OTPVHUHB,OTP XIX.ker. Lakossági Deviza,"1195 Budapest, Üllői út 285.",S,R,,,
11775207,OTPVHUHB,OTP XX-XXIII.ker. Lakossági Deviza,"1204 Budapest, Kossuth Lajos utca 44-46.",S,R,,,
11775214,OTPVHUHB,OTP XXI.ker. Lakossági Deviza,"1211 Budapest, Kossuth Lajos utca 99.",S,R,,,
11775221,OTPVHUHB,OTP XXII.ker. Lakossági Deviza,"1221 Budapest, Kossuth Lajos utca 31.",S,R,,,
11775317,OTPVHUHB,OTP Baranya megyei Lakossági Deviza,"7621 Pécs, Király utca 11.",S,R,,,
11775324,OTPVHUHB,OTP Bács-Kiskun megyei Lakossági Deviza,"6000 Kecskemét, Szabadság tér 1.",S,R,,,
11775331,OTPVHUHB,OTP Békés megyei Lakossági Deviza,"5600 Békéscsaba, Andrássy út 29-33.",S,R,,,
11775348,OTPVHUHB,OTP Borsod-A.-Z. megyei Lakossági Deviza,"3525 Miskolc, Szemere utca 5.",S,R,,,
11775355,OTPVHUHB,OTP Csongrád megyei Lakossági Deviza,"6720 Szeged, Klauzál tér 5.",S,R,,,
11775362,OTPVHUHB,OTP Fejér megyei Lakossági Deviza,"8000 Székesfehérvár, Várkapu utca 1.",S,R,,,
11775379,OTPVHUHB,OTP Győr-M.-S. megyei Lakossági Deviza,"9022 Győr, Teleki László utca 51.",S,R,,,
11775386,OTPVHUHB,OTP Hajdú-Bihar megyei Lakossági Deviza,"4025 Debrecen, Hatvan utca 2-4.",S,R,,,
11775393,OTPVHUHB,OTP Heves megyei Lakossági Deviza,"3300 Eger, Széchenyi István utca 2.",S,R,,,
11775403,OTPVHUHB,OTP Komárom-E. megyei Lakossági Deviza,"2800 Tatabánya, Fő tér 32.",S,R,,,
11775410,OTPVHUHB,OTP Nógrád megyei Lakossági Deviza,"3100 Salgótarján, Rákóczi út 22.",S,R,,,
11775427,OTPVHUHB,OTP Pest megyei Lakossági Deviza,"1075 Budapest, Károly körút 25.",S,R,,,
11775434,OTPVHUHB,OTP Somogy megyei Lakossági Deviza,"7400 Kaposvár, Széchenyi tér 2.",S,R,,,
11775441,OTPVHUHB,OTP Szabolcs-Sz.-B.m. Lakossági Deviza,"4400 Nyíregyháza, Rákóczi utca 1.",S,R,,,
11775458,OTPVHUHB,OTP Jász-N-Sz. megyei Lakossági Deviza,"5000 Szolnok, Szapáry utca 31.",S,R,,,
11775465,OTPVHUHB,OTP Tolna megyei Lakossági Deviza,"7100 Szekszárd, Szent István tér 5-7.",S,R,,,
11775472,OTPVHUHB,OTP Vas megyei Lakossági Deviza,"9700 Szombathely, Fő tér 3-5.",S,R,,,
11775489,OTPVHUHB,OTP Veszprém megyei Lakossági Deviza,"8200 Veszprém, Óváros tér 24.",S,R,,,
11775496,OTPVHUHB,OTP Zala megyei Lakossági Deviza,"8900 Zalaegerszeg, Kisfaludy Sándor utca 15-17.",S,R,,,
11775946,OTPVHUHB,OTP Központi fiók - Lakossági Deviza,"1054 Budapest, Szabadság tér 7.",S,R,,,
11776019,OTPVHUHB,OTP I. kerületi LAFO fiók,"1011 Budapest, Iskola utca 38-42.",,R,,,
11776026,OTPVHUHB,OTP II. kerületi LAFO fiók,"1015 Budapest, Széna tér 7.",,R,,,
11776033,OTPVHUHB,OTP III. kerületi LAFO fiók,"1033 Budapest, Flórián tér 15.",,R,,,
11776040,OTPVHUHB,OTP IV. kerületi LAFO fiók,"1042 Budapest, Árpád út 63-65.",,R,,,
11776057,OTPVHUHB,OTP V. kerületi LAFO fiók,"1051 Budapest, Nádor utca 6.",,R,,,
11776064,OTPVHUHB,OTP VI. kerületi LAFO fiók,"1061 Budapest, Andrássy út 6.",,R,,,
11776071,OTPVHUHB,OTP VII. kerületi LAFO fiók,"1061 Budapest, Andrássy út 6.",,R,,,
11776088,OTPVHUHB,OTP VIII. kerületi LAFO fiók,"1085 Budapest, József körút 36.",,R,,,
11776095,OTPVHUHB,OTP IX. kerületi LAFO fiók,"1094 Budapest, Ferenc körút 13.",,R,,,
11776105,OTPVHUHB,OTP X. kerületi LAFO fiók,"1105 Budapest, Román utca 2.",,R,,,
11776112,OTPVHUHB,OTP XI. kerületi LAFO fiók,"1115 Budapest, Bartók Béla út 92-94.",,R,,,
11776129,OTPVHUHB,OTP XII. kerületi LAFO fiók,"1115 Budapest, Bartók Béla út 92-94.",,R,,,
11776136,OTPVHUHB,OTP XIII. kerületi LAFO fiók,"1055 Budapest, Nyugati tér 9.",,R,,,
11776143,OTPVHUHB,OTP XIV. kerületi LAFO fiók,"1149 Budapest, Fogarasi út 15/B",,R,,,
11776150,OTPVHUHB,OTP XV. kerületi LAFO fiók,"1152 Budapest, Szentmihályi út 131.",,R,,,
11776167,OTPVHUHB,OTP XVI. kerületi LAFO fiók,"1163 Budapest, Jókai Mór utca 1/B",,R,,,
11776174,OTPVHUHB,OTP XVII. kerületi LAFO fiók,"1173 Budapest, Ferihegyi út 93.",,R,,,
11776181,OTPVHUHB,OTP XVIII. kerületi LAFO fiók,"1181 Budapest, Üllői út 377.",,R,,,
11776198,OTPVHUHB,OTP XIX. kerületi LAFO fiók,"1195 Budapest, Üllői út 285.",,R,,,
11776208,OTPVHUHB,OTP XX. kerületi LAFO fiók,"1204 Budapest, Kossuth Lajos utca 44-46.",,R,,,
11776215,OTPVHUHB,OTP XXI. kerületi LAFO fiók,"1211 Budapest, Kossuth Lajos utca 86.",,R,,,
11776222,OTPVHUHB,OTP XXII. kerületi LAFO fiók,"1221 Budapest, Kossuth Lajos utca 31.",,R,,,
11776318,OTPVHUHB,OTP Baranya megyei LAFO fiók,"7623 Pécs, Rákóczi út 44.",,R,,,
11776325,OTPVHUHB,OTP Bács-Kiskun megyei LAFO fiók,"6000 Kecskemét, Szabadság tér 5.",,R,,,
11776332,OTPVHUHB,OTP Békés megyei LAFO fiók,"5600 Békéscsaba, Szent István tér 3.",,R,,,
11776349,OTPVHUHB,OTP Borsod-Abaúj-Zemplén megyei LAFO f.,"3534 Miskolc, Árpád út 2.",,R,,,
11776356,OTPVHUHB,OTP Csongrád megyei LAFO fiók,"6720 Szeged, Takaréktár utca 7.",,R,,,
11776363,OTPVHUHB,OTP Fejér megyei LAFO fiók,"8000 Székesfehérvár, Ősz utca 13.",,R,,,
11776370,OTPVHUHB,OTP Győr-Moson-Sopron megyei LAFO fiók,"9022 Győr, Teleki László utca 51.",,R,,,
11776387,OTPVHUHB,OTP Hajdú-Bihar megyei LAFO fiók,"4025 Debrecen, Piac utca 45-47.",,R,,,
11776394,OTPVHUHB,OTP Heves megyei LAFO fiók,"3300 Eger, Széchenyi István utca 2.",,R,,,
11776404,OTPVHUHB,OTP Komárom-Esztergom megyei LAFO fiók,"2800 Tatabánya, Fő tér 32.",,R,,,
11776411,OTPVHUHB,OTP Nógrád megyei LAFO fiók,"3100 Salgótarján, Rákóczi út 12.",,R,,,
11776428,OTPVHUHB,OTP Pest megyei LAFO fiók,"1075 Budapest, Károly körút 25.",,R,,,
11776435,OTPVHUHB,OTP Somogy megyei LAFO fiók,"7400 Kaposvár, Széchenyi tér 2.",,R,,,
11776442,OTPVHUHB,OTP Szabolcs-Szatmár-Bereg megyei LAFO f,"4400 Nyíregyháza, Rákóczi utca 1.",,R,,,
11776459,OTPVHUHB,OTP Jász-Nagykun-Szolnok megyei LAFO f.,"5000 Szolnok, Nagy Imre körút 2/A",,R,,,
11776466,OTPVHUHB,OTP Tolna megyei LAFO fiók,"7100 Szekszárd, Szent István tér 5-7.",,R,,,
11776473,OTPVHUHB,OTP Vas megyei LAFO fiók,"9700 Szombathely, Király utca 10.",,R,,,
11776480,OTPVHUHB,OTP Veszprém megyei LAFO fiók,"8200 Veszprém, Óváros tér 24.",,R,,,
11776497,OTPVHUHB,OTP Zala megyei LAFO fiók,"8900 Zalaegerszeg, Kisfaludy Sándor utca 15-17.",,R,,,
11776538,OTPVHUHB,OTP Fejér megyei LAFO fiók,"8000 Székesfehérvár, Ősz utca 13.",,R,,,
11776686,OTPVHUHB,OTP Pest megyei LAFO fiók,"1052 Budapest, Semmelweis utca 11.",,R,,,
11776837,OTPVHUHB,OTP Központ Lekötött postai lak.betét,"1097 Budapest, Könyves Kálmán körút 5.",,,,,
11776961,OTPVHUHB,OTP Pénzforgalmi Főosztály - BABOO,"1097 Budapest, Könyves Kálmán körút 5.",,R,,,
11777010,OTPVHUHB,OTP I. ker. ITB üzletági kód,"1033 Budapest, Flórián tér 15.",,,,,
11777027,OTPVHUHB,OTP II. ker. ITB üzletági kód,"1033 Budapest, Flórián tér 15.",,,,,
11777034,OTPVHUHB,OTP III. ker. ITB üzletági kód,"1033 Budapest, Flórián tér 15.",,,,,
11777041,OTPVHUHB,OTP IV. ker. ITB üzletági kód,"1146 Budapest, Thököly út 102/B",,,,,
11777058,OTPVHUHB,OTP V. ker. ITB üzletági kód,"1085 Budapest, József körút 53.",,,,,
11777065,OTPVHUHB,OTP VI. ker. ITB üzletági kód,"1085 Budapest, József körút 53.",,,,,
11777072,OTPVHUHB,OTP VII. ker. ITB üzletági kód,"1085 Budapest, József körút 53.",,,,,
11777089,OTPVHUHB,OTP VIII. ker. ITB üzletági kód,"1085 Budapest, József körút 53.",,,,,
11777096,OTPVHUHB,OTP IX. ker. ITB üzletági kód,"1098 Budapest, Lobogó utca 18.",,,,,
11777106,OTPVHUHB,OTP X. ker. ITB üzletági kód,"1098 Budapest, Lobogó utca 18.",,,,,
11777113,OTPVHUHB,OTP XI. ker. ITB üzletági kód,"1033 Budapest, Flórián tér 15.",,,,,
11777120,OTPVHUHB,OTP XII. ker. ITB üzletági kód,"1033 Budapest, Flórián tér 15.",,,,,
11777137,OTPVHUHB,OTP XIII. ker. ITB üzletági kód,"1146 Budapest, Thököly út 102/B",,,,,
11777144,OTPVHUHB,OTP XIV. ker. ITB üzletági kód,"1146 Budapest, Thököly út 102/B",,,,,
11777151,OTPVHUHB,OTP XV. ker. ITB üzletági kód,"1146 Budapest, Thököly út 102/B",,,,,
11777168,OTPVHUHB,OTP XVI. ker. ITB üzletági kód,"1146 Budapest, Thököly út 102/B",,,,,
11777175,OTPVHUHB,OTP XVII. ker. ITB üzletági kód,"1146 Budapest, Thököly út 102/B",,,,,
11777182,OTPVHUHB,OTP XVIII. ker. ITB üzletági kód,"1098 Budapest, Lobogó utca 18.",,,,,
11777199,OTPVHUHB,OTP XIX. ker. ITB üzletági kód,"1098 Budapest, Lobogó utca 18.",,,,,
11777209,OTPVHUHB,OTP XX-XXIII. ker. ITB üzletági kód,"1098 Budapest, Lobogó utca 18.",,,,,
11777216,OTPVHUHB,OTP XXI. ker. ITB üzletági kód,"1098 Budapest, Lobogó utca 18.",,,,,
11777319,OTPVHUHB,OTP Baranya m. ITB üzletági kód,"7623 Pécs, Rákóczi út 44.",,,,,
11777326,OTPVHUHB,OTP Bács-Kiskun m. ITB üzletági kód,"6000 Kecskemét, Szabadság tér 5.",,,,,
11777333,OTPVHUHB,OTP Békés m. ITB üzletági kód,"5600 Békéscsaba, Szent István tér 3.",,,,,
11777340,OTPVHUHB,OTP BAZ m. ITB üzletági kód,"3525 Miskolc, Szemere utca 5.",,,,,
11777357,OTPVHUHB,OTP Csongrád m. ITB üzletági kód,"6724 Szeged, Vértói út 1.",,,,,
11777364,OTPVHUHB,OTP Fejér m. ITB üzletági kód,"8000 Székesfehérvár, Ősz utca 13.",,,,,
11777371,OTPVHUHB,OTP Győr-Moson-S. m . ITB üzletági kód,"9024 Győr, Kormos István utca 6.",,,,,
11777388,OTPVHUHB,OTP Hajdú-Bihar m. ITB üzletági kód,"4032 Debrecen, Füredi út 43.",,,,,
11777395,OTPVHUHB,OTP Heves m. ITB üzletági kód,"3300 Eger, Széchenyi István utca 2.",,,,,
11777405,OTPVHUHB,OTP Komárom-E. m. ITB üzletági kód,"2800 Tatabánya, Fő tér 32.",,,,,
11777412,OTPVHUHB,OTP Nógrád m. ITB üzletági kód,"3100 Salgótarján, Rákóczi út 22.",,,,,
11777429,OTPVHUHB,OTP Pest m. ITB üzletági kód,"1052 Budapest, Semmelweis utca 11.",,,,,
11777436,OTPVHUHB,OTP Somogy m. ITB üzletági kód,"7400 Kaposvár, Széchenyi tér 2.",,,,,
11777443,OTPVHUHB,OTP Szabolcs-Sz.-B. m. ITB üzletági kód,"4400 Nyíregyháza, Rákóczi utca 1.",,,,,
11777450,OTPVHUHB,OTP Jász-N.-Szolnok m. ITB üzletági kód,"5000 Szolnok, Nagy Imre körút 2/A",,,,,
11777467,OTPVHUHB,OTP Tolna m. ITB üzletági kód,"7100 Szekszárd, Szent István tér 5-7.",,,,,
11777474,OTPVHUHB,OTP Vas m. ITB üzletági kód,"9700 Szombathely, Király utca 10.",,,,,
11777481,OTPVHUHB,OTP Veszprém m. ITB üzletági kód,"8200 Veszprém, Mindszenty József utca 2.",,,,,
11777498,OTPVHUHB,OTP Zala m. ITB üzletági kód,"8900 Zalaegerszeg, Kisfaludy Sándor utca 15-17.",,,,,
11778004,OTPVHUHB,OTP Mobil betét számla,"1051 Budapest, Nádor utca 16.",,,,,
11778994,OTPVHUHB,OTP Mobil betétszámla,"1051 Budapest, Nádor utca 16.",,,,,
11780005,OTPVHUHB,OTP Központ Budapest,"1051 Budapest, Nádor utca 16.",S,R,,,
11780029,OTPVHUHB,OTP Központ KKFO,"1131 Budapest, Babér utca 9.",S,R,,,
11780809,OTPVHUHB,OTP Ker. Faktoring,"1131 Budapest, Babér utca 7.",S,R,,,
11780816,OTPVHUHB,OTP LTP Pénzforgalom,"1131 Budapest, Babér utca 9.",S,R,,,
11780847,OTPVHUHB,OTP JZB Pénzforgalom,"1131 Budapest, Babér utca 9.",S,R,,,
11781006,OTPVHUHB,OTP Elszámolásforgalmi Back-Office Oszt.,"1051 Budapest, Nádor utca 16.",S,R,,,
11781013,OTPVHUHB,OTP EBOO Központi kezelésű szla.,"1051 Budapest, Nádor utca 16.",S,R,,,
11781020,OTPVHUHB,OTP EBOO VIBER technikai szla.,"1051 Budapest, Nádor utca 16.",S,R,,,
11781037,OTPVHUHB,OTP EBOO Központi rendezésű tételek,"1051 Budapest, Nádor utca 16.",S,R,,,
11781051,OTPVHUHB,OTP IG2 Központi Elszámolás EBOO,"1051 Budapest, Nádor utca 16.",S,R,,,
11781068,OTPVHUHB,OTP HTC INST KÖZPONTI ELSZÁMOLÁS,"1131 Budapest, Babér utca 9.",S,R,,,
11782007,OTPVHUHB,OTP Bankszámla Műveletek Back-Office O,"1051 Budapest, Nádor utca 16.",S,R,,,
11782100,OTPVHUHB,OTP Központi Letétkezelés,"1131 Budapest, Babér utca 9.",S,R,,,
11782131,OTPVHUHB,OTP Főkönyvi Könyvelési Oszt.,"1051 Budapest, Nádor utca 16.",,,,,
11782148,OTPVHUHB,OTP Főkönyvi Könyvelési Oszt.,"1051 Budapest, Nádor utca 16.",,,,,
11783008,OTPVHUHB,OTP Központ PFO - HÜMBOO,"1097 Budapest, Könyves Kálmán körút 5.",S,R,,,
11784009,OTPVHUHB,OTP Kereskedelmi Banki Centrum,"1051 Budapest, Nádor utca 6.",S,R,,,
11786001,OTPVHUHB,"OTP Budapesti r., VI. Andrássy út","1061 Budapest, Andrássy út 6.",S,R,,,
11790004,OTPVHUHB,OTP Központi Back-Office (KBO),"1051 Budapest, Nádor utca 16.",S,R,,,
11790011,OTPVHUHB,OTP HABOF Vállalkozói Hitelek Osztály,"1097 Budapest, Könyves Kálmán körút 5.",S,R,,,
11790028,OTPVHUHB,OTP HABOF HHO-EBOO,"1097 Budapest, Könyves Kálmán körút 5.",S,R,,,
11790042,OTPVHUHB,OTP Betétadminisztrációs Backoffice O.,"8900 Zalaegerszeg, Kisfaludy Sándor utca 15-17.",S,R,,,
11791005,OTPVHUHB,OTP Bankkártya Fejl. És Üzem. O.,"1131 Budapest, Babér utca 9.",,,,,
11792006,OTPVHUHB,OTP Balatonszemesi Üdülő,"8636 Balatonszemes, Parti sétány 159.",,,,,
11793007,OTPVHUHB,"OTP Budapesti r., IX., Banki fiók","1195 Budapest, Üllői út 285.",S,R,,,
11794008,OTPVHUHB,"OTP Budapesti r., Központi fiók","1051 Budapest, Bajcsy-Zsilinszky út 24.",S,R,,,
11794015,OTPVHUHB,"OTP Budapesti r., V. Bankcenter fiók","1054 Budapest, Szabadság tér 7.",S,R,,,
11794022,OTPVHUHB,OTP Központi f. - Csoporttagi cégek fin.,"1051 Budapest, Nádor utca 21.",S,R,,,
11794039,OTPVHUHB,OTP Hálózati ALM,"1052 Budapest, Deák Ferenc utca 7-9.",S,R,,,
11794046,OTPVHUHB,OTP EU Vállalati Tanácsadás,"1051 Budapest, Nádor utca 21.",S,R,,,
11794503,OTPVHUHB,OTP Kereskedelmi Banki Hitelcentrum,"1051 Budapest, Bajcsy-Zsilinszky út 24.",,,,,
11794510,OTPVHUHB,OTP Budapesti Önkormányzati Fiók,"1054 Budapest, Báthory utca 9.",,,,,
11795009,OTPVHUHB,"OTP Budapesti r., Budapest","1033 Budapest, Flórián tér 15.",S,R,,,
11795016,OTPVHUHB,OTP Értékpapír Főosztály,"1131 Budapest, Babér utca 9.",,,,,
11795504,OTPVHUHB,OTP Bp. Back Office Főosztály,"1131 Budapest, Babér utca 9.",,,,,
11796000,OTPVHUHB,OTP Pénzforgalmi Főosztály - BABOO,"1097 Budapest, Könyves Kálmán körút 5.",S,R,,,
11796017,OTPVHUHB,OTP Pénzforgalmi Főosztály - BABOO,"1097 Budapest, Könyves Kálmán körút 5.",S,R,,,
11799010,OTPVHUHB,OTP Értékpapír-forgalom Technikai Fiók,"1131 Budapest, Babér utca 9.",,,,,
11799096,OTPVHUHB,OTP Jelzálog Bank Rt.,"1131 Budapest, Babér utca 9.",,R,,,
11799515,OTPVHUHB,OTP CCSZF TÁVSZAKI FIÓK,"1051 Budapest, Nádor utca 16.",S,R,,,
11799601,OTPVHUHB,OTP Faktoring - vállalkozási régió,"1023 Budapest, Frankel Leó út 21-23.",,R,,,
11799618,OTPVHUHB,OTP Faktoring - lakossági r.-fedezetlen,"1023 Budapest, Frankel Leó út 21-23.",,R,,,
11799625,OTPVHUHB,"OTP Faktoring - lakossági r.,-fedezett","1023 Budapest, Frankel Leó út 21-23.",,R,,,
11799632,OTPVHUHB,OTP Faktoring - Észak-magyaro-i r.,"3530 Miskolc, Széchenyi István út 46.",,R,,,
11799649,OTPVHUHB,OTP Faktoring - Észak-alföldi régió,"4025 Debrecen, Piac utca 45-47.",,R,,,
11799656,OTPVHUHB,OTP Faktoring - Dél-alföldi régió,"6000 Kecskemét, Rákóczi út 20-22.",,R,,,
11799663,OTPVHUHB,OTP Faktoring - Dél-dunántúli régió,"7624 Pécs, Hungária utca 12.",,R,,,
11799670,OTPVHUHB,OTP Faktoring - Nyugat-dunántúli régió,"8900 Zalaegerszeg, Kisfaludy Sándor utca 15-17.",,R,,,
11799687,OTPVHUHB,OTP Faktoring - Közép-dunántúli régió,"8000 Székesfehérvár, Bástya utca 8.",,R,,,
11799694,OTPVHUHB,OTP Faktoring - Külső kezelők,"1066 Budapest, Mozsár utca 8.",,R,,,
11799704,OTPVHUHB,OTP Faktoring - OTP Bank köv. kezelő,"1066 Budapest, Mozsár utca 8.",,R,,,
11799986,OTPVHUHB,OTP LTP hitelszámlák (KKFO),"1131 Budapest, Babér utca 9.",,,,,
11800000,INTFBGSF,iCARD AD,"9009 Varna, Building Park Varna B1",S,R,,,
11901558,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11901572,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11901589,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11901596,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11901871,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11906405,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11909518,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11944447,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11990101,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991009,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991085,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991092,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991102,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991119,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991212,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991229,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991250,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991267,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991281,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991298,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991308,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11991315,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992000,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992024,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992141,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992206,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992309,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992402,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992464,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992505,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992608,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992804,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992952,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992969,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11992976,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11993001,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11993300,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11993403,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11993506,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11993609,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11993805,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11994002,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11994105,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11994246,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11994301,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11994507,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11994600,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11994868,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11995144,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11996004,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11996183,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11996190,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11996200,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11996217,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
11996224,GIBAHUHB,Erste Bank Zrt.,"1138 Budapest, Népfürdő utca 24-26.",S,R,,,
